idx,branch_name,merge_commit,parent_1,parent_2,notes
2,refs/heads/main,8287fc8efbeafcc95ab708af163ffc27b9fc4bac,9373bbf22e2868fb51ba0fc709f3e7f92fcd018c,1bb13c1e4edff36b84835943854772201cf278d2,
14,refs/heads/main,d4f19e27f8ba20be6e95a129551bddbce2b860f4,191bdc2fc1f2f44f901d1f9299297f3ffc268c5a,fc28bd36b70438c804e32bf4d52ec1aef0fb2fd3,
15,refs/heads/main,a440344f8c132e6f343d5a3b8e5c42d20ff6e0b7,67eec20c977877535f87d4386468d9f78b802b52,77469add7770d7d8da139021fb7586bca655eab0,
16,refs/heads/main,67eec20c977877535f87d4386468d9f78b802b52,e3d45e9a7ab11763f11dda7546d7f6ea9975e4c9,26a23036b956707255a07fdc3eeac9db8d39f6a0,
17,refs/heads/main,e3d45e9a7ab11763f11dda7546d7f6ea9975e4c9,26a228d548fca984e1331c14633843e7c045d305,1d51d234dc8c9a47cd6bb8785e9eb66c2b779b10,
18,refs/remotes/origin/debian,cec01a2845fe8dcd8172f74d2b01d9b5d122de27,aa750ff6224b0cdca6510c79b2a2982c042f55eb,e6dfc024e4690d6aa8b5387e120adb017781f82f,
22,refs/remotes/origin/debian,354444239d1414b881cde152d605bbb2fe735384,4c3e37866c40951a413a82861475c85440875560,22153cce169a291e53bd690ad9f7445f54119c8a,
23,refs/remotes/origin/debian,67a826f8331e2c1f8503f524c037ed8dedf1b7d8,ff74b0405c447e6336ee04f5589d7baa498267cc,65f130e6630fd7fc52b39942a612a32a239ff8f8,
24,refs/remotes/origin/debian,e749db3037ea4f8786b0368974d5bbda2536edb7,0aac26b55247863303a644b1d931858d6a375817,3aac3015961e97b3a702f852824752c4a50aaf6c,
25,refs/remotes/origin/debian,b67864225870a686daa81257e5bfd0639bdf966e,0f2f3af9bcedb259d333d05b3f793f9fd7cf3dd3,4264393ab39b172c85c7027840b36a44660b6d68,
26,refs/remotes/origin/debian-knobs,c9fccdb34f2401be6bc6c7248b1519511a19bcb3,bb2961ff570cb57de5f384874fab922b0e3f4837,c2ecbad42458ee45f440c4a0fb0dfdcc766e9ed6,
