idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
1,refs/heads/master,c5f025dff79d32e3d4b0df65f66cf07745624cb8,1c143d2b4d398708608a64b6901353e309b3fb6b,159cf49e89801e8894f9af656c64b02f9583b446,,True,579,0.0,Tests_passed,83794db1b92673cfd3b2a5fb15f2358f271e08ff834eebc42580a3fa69650251,True,0.0,Tests_passed,662d8e9b2b57cdb489577b84588270dcc24eb40df14a7b88a9fa8c2acc89ac9f,True,True
3,refs/heads/master,8904863eeb1df5d3a2dcd5f27d22233a4db51976,e012427a80c00b4685c685185aa9bd5e70726158,aa2ccafab37df80c5ea1f8f54b0870a6aca8d27f,,False,24,,,,,,,,False,False
11,refs/heads/master,853c539215c037f944b22fd529fcbd1d346d691a,384c1640da4bb76d04bc1b2c01d9951d29f0e515,99bf840c39ccafdbd829afa4e6d5e6e633e4bab7,,False,5,,,,,,,,False,False
12,refs/heads/master,9762408784c58a95fc5ea31942336d6552f6d4e1,23c6da5464f6b14ee3c16fe932b262dfa30b2d11,ae7424243b8d472e2afeb55a4c6af715083c8a4c,,False,19,,,,,,,,False,False
14,refs/heads/master,23c6da5464f6b14ee3c16fe932b262dfa30b2d11,571b84910ae8b658c35dc150d713565b2fecb70e,458fe1ae737f925277ca26582d1884bf5b2c8461,,False,37,,,,,,,,False,False
15,refs/heads/master,571b84910ae8b658c35dc150d713565b2fecb70e,83f6bb2b9e40a8fc9ecffb700ecf0156f7bbeaf6,282763114985da1778a828e4c40ddacca9f8e772,,False,5,,,,,,,,False,False
16,refs/heads/master,4498b621afa3ad34eb849adc19cd636871c9ec63,9686669108d63a6d0dda352a1aa5473219ed87e5,ed4875d6d89465cf5b18795e68ca135313a6b8e4,,True,95,0.0,Tests_failed,f7961d2db17c1c7a96e00c55c22c50c8983e73e0c501fde82540a388332eb1f8,False,0.0,Tests_failed,5cd528a44e0acfc5604502494238c45ee7c6b154b3d3d5e2a5f487ad8442e7fd,False,False
17,refs/heads/master,f25bed4c519336e7d4bbf4b3fc713439db4ee2b9,149bd6a53846a973dfbb589fffcc82abbc49610b,b91669c79f1f454ebd1aad19eae94928a43bd984,,False,13,,,,,,,,False,False
18,refs/heads/master,4987b7c8eff8f9d5c2bb477ca987f87034686576,cb8d2a701b166a2d7b61e7b3609956e6a05ce857,c9535cb0026551c1eb3818eb2e5813182741ca6f,,False,300,,,,,,,,False,False
19,refs/heads/master,13f93dd8488264feff5dea3a2de95543a11037f6,962c054c68439b64534a9ec319989d506c0e3a29,d1a6ab2cc1c82ba28f487271cf0e58206f4df087,,False,27,,,,,,,,False,False
20,refs/heads/master,60e0414246f8752ce7c3008bb3caf2290d64dfde,9cb0299d7b3b386c5cfd54fb804a2b818dbc50fd,d251d22041423063a58f8249afb367e9a48b3a97,,False,98,,,,,,,,False,False
21,refs/heads/master,36f077b9bedf031bdc785d9299244aafa3eecf52,210e5e225b997311175dadb47890f6bc46d864b6,09a23300038b58373d23144c2adec80622aa7ecc,,False,8,,,,,,,,False,False
23,refs/heads/master,948ad79b9f3b05fb002c142d991b78500f843b71,3fd64af216275edf699ba8d13aafabfeef8d7145,c255623ecf05885cc9dfbfd058c8a6cb09a050b9,,False,1474,,,,,,,,False,False
24,refs/heads/master,82e69f26af4cec77016b71e3d8ae33aed698e9af,2a2db0fa41abc7cee80c1894b0fe8a67e3ade3bf,25645fe3cd84d4233dd9609eaa55d0baeaddb161,,False,102,,,,,,,,False,False
25,refs/heads/master,0086183768c46568e58314b9e0c5af010520b029,4c2a1eb728ae3966ffc0823e7cff9fc854259491,406e1be4196511341ee47b415e32b17bfc1b0c77,,False,1812,,,,,,,,False,False
26,refs/heads/master,3c4bd44e9f683f731cf42695d151556b9b053ec1,1fa191847d88e7adbb7a4bd8616b5f3b00346086,07bf1c84a0226c27796ffd1a036c461408fda120,,False,2,,,,,,,,False,False
27,refs/heads/master,f6375e94468ed371bc3b1a551cecb28efd70f3e0,6326f389d1d51a3734d3e7e37d9e54021b960c12,f4f3a2689b52c61e496a159df0689460e25dd6a6,,False,307,,,,,,,,False,False
28,refs/heads/master,c1558da622296bf6bd1e9b85eb80e9142ba45944,ac730810357117cbb417d3d5e34e6b71221fd707,ca023744211f139adfebfcaf6b7d9745dd57715c,,False,47,,,,,,,,False,False
29,refs/heads/master,ac730810357117cbb417d3d5e34e6b71221fd707,d4646c333bb1a867f529fd8f41052e7f02f63aea,b6743ef6f79e43af47a0f79c15d7e4aed2f8e83c,,True,88,0.0,Tests_failed,614eb8836173b7e442533b2d7e648aa48d5bc7b917e0f712da9f9c1f32f212c7,False,0.0,Tests_failed,b933d303b8711c0101d460df5a60a95d5df02978f67d53ae06866458c4894a6e,False,False
30,refs/heads/master,d4646c333bb1a867f529fd8f41052e7f02f63aea,05f24c41a6d794fd91c39b672733b01a54d6933a,1354fe08c13dd8e126c608e730204244f60aa506,,False,5,,,,,,,,False,False
31,refs/heads/master,05f24c41a6d794fd91c39b672733b01a54d6933a,e3cfa92b5155e5c20952c4732bfa815d2d4a54c8,6b73dd20b8fc24fdbfb595ecd243bed66c868564,,False,12,,,,,,,,False,False
32,refs/heads/master,e3cfa92b5155e5c20952c4732bfa815d2d4a54c8,1297774eb6dee763e5b5a900ec735f795b989d6a,72eea1e487c83b1eb3019423caff6b3fc7808f30,,False,165,,,,,,,,False,False
33,refs/heads/master,1297774eb6dee763e5b5a900ec735f795b989d6a,125029cb6b8ab5f4be74ee71eef2655281315403,9d2f89cc23e1ed5e9923ec2594eeecad6afef669,,False,5,,,,,,,,False,False
34,refs/heads/master,125029cb6b8ab5f4be74ee71eef2655281315403,d74608343cde66dd27026e02270476bc9f37b59f,48773872521ac442e0a31c1ed63bc9b053df0439,,False,5,,,,,,,,False,False
35,refs/heads/master,d74608343cde66dd27026e02270476bc9f37b59f,44c7b2d489a0e019710a9a58073dba12feafccbd,b37b066f94016976ca5e969845769c2d94ce434d,,False,64,,,,,,,,False,False
36,refs/heads/master,44c7b2d489a0e019710a9a58073dba12feafccbd,6927d7286d04fbfdd5f6c7fda89b1d388682ee74,1e09ec12534945aeb61ecd8e22a4f9abbf206ed7,,False,10,,,,,,,,False,False
37,refs/heads/master,6927d7286d04fbfdd5f6c7fda89b1d388682ee74,51a10c95c6f47755cf55eaa223d1b2852fc9bee6,b3ce8d9894fed0f07afe725cd390fc241b84480c,,True,48,0.0,Tests_failed,91c0379d6c0dae04aa1d976a60d5b503a878213ba439608c044a257bbcc43c15,False,0.0,Tests_failed,663a5f7cb58e8e7154f952f6fb4717cb04bcc8e7a1d8adc727884071cc8491f6,False,False
38,refs/heads/master,51a10c95c6f47755cf55eaa223d1b2852fc9bee6,467bd110aa37763dede7fa01275bbf24fec6262e,59bf9009c6b4406daae44031d60936c8f83c6813,,True,60,0.0,Tests_failed,c276d291a0954c281e8a1926fc688fb69257e72c79073dbc5a3073225ce944b6,False,0.0,Tests_failed,418d9143bf5739fdab44155c749377e731dfd834c10f0637b1d9d453888374b7,False,False
39,refs/heads/master,467bd110aa37763dede7fa01275bbf24fec6262e,91c80b59c15489c4d634a93c371db1acc25e4fd7,f37b2388c8635c7d1635d18487e6eea3a3d9721c,,True,22,0.0,Tests_failed,d48d60a9d71510389af2b3b6b33a1a13994fd8478843f975f9c3b2b6fe9ad132,False,0.0,Tests_failed,39a442e7006fddf8c8a3d9bd894d50b96bf332711495263b08e82decaa662114,False,False
40,refs/heads/master,91c80b59c15489c4d634a93c371db1acc25e4fd7,e8d9382f3eed57408c469b0786ab7205d572e19a,49950ed29d00ac69e082fa02519b12f8c1f56625,,True,142,0.0,Tests_failed,ccd8d69bbddd762ffd132ed99da71e1109c5fb46c0d8c3db5fbd27a49988a1d2,False,0.0,Tests_failed,447849843593b6b7e3d1a261391180e65cc19c302c8a49d3627532c38e1e7adc,False,False
