idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
3,refs/heads/master,c5551fb144703c2ab3d4a33bd457fe64da4b5427,96162eeeb20f41a954895a73b18763de042c238b,8910857777e485f388181e2d90c5145c05bdd972,,False,False,,,,,,False
4,refs/heads/master,96162eeeb20f41a954895a73b18763de042c238b,e79bcaa6f79af0637542dc319596d27262afb4b2,4198e28a77a9777ca838dde23d74dbd18f2155c6,,False,False,,,,,,False
7,refs/heads/master,c56d087e4e05657ee461a797a7b59c882082cd69,f25b9fb22bd47c8aa9439c113e95ea9c82178588,c99a173b3bcc1da4eb32ff0c41f4ab3f87737a2b,,False,True,a4f842d12aca18c9b9111d402bd13e9b56a6525c9d917896a7965c8e4d357ee6,Tests_failed,289ccba27b3e8a33c6f242628e2c266c5c090e946b250ea3816eea16644a45ec,Tests_failed,False,False
8,refs/heads/master,93db213d73fa20c86f97a03bbf8435aec740ea48,a3fdd82fc169b2b143d6a051ce46fb2286ed9b5f,105eb556c6f95f27f940a3b661c7b236d20a29c5,,False,False,,,,,,False
10,refs/heads/master,d39f7dd0eeb4b3529f7100dfc393ca8e0dc4093c,c9024a1525ee31c7efcbc46920ee0f5eec0a835f,8ebfd5c7f2ddc3c000ee5c4c2042b6fe71276557,,False,False,,,,,,False
13,refs/heads/master,31b7cab39bcbff7a8848fba37ed320fd8f51f489,7dcb8429af14aeb1d27509226577c2e5277d75e9,31fbcb6d6ffd3131cd7233d76a76f030879039cc,,False,False,,,,,,False
16,refs/heads/master,c5dfe5e87b9e95db6e97463e8b5d90fc1148fa5b,f986a0c9fc7bf6f6203b9a797854b253b5ba67c0,1ef2b820eee188cc408cec7358b23b1f51e2669d,,False,False,,,,,,False
17,refs/heads/master,90c3fac6266c3795decd0c70c6993890e2f66759,5e0a84545523c8ebfe2e46a4c0f372a44e93aa0b,11d3b3744cfea0ce332aa28aa480735956a0a73b,,False,False,,,,,,False
18,refs/heads/master,11d3b3744cfea0ce332aa28aa480735956a0a73b,0c3d36f52d279671ad0055ef7565432001af4aeb,fec5c5fa38c02162bb262432e6a8b72c281cbfff,,True,True,b6861679550682cb9aabe988964dc08a8f557ac02ca83217cbe76332a60d5f30,Tests_passed,6b8e7979813391e03388cb96d2bc51ad98a1efc8712920adc247f639c7994569,Tests_passed,True,True
20,refs/heads/master,fec5c5fa38c02162bb262432e6a8b72c281cbfff,845ebabe3c5df9bc20043dd1d1f4c36cd96e92ba,ebecc6c4425f4affd450866dc0e68fa0b6ba2e5b,,True,True,14ac71be239824d618fd35a278df1aa95ba7449d077584f4b6fe2ab6dd2826b1,Tests_passed,b8a1f772d567a34e48c799fe531d7688511a26f39b3b8c4aa8ba000d651fe29a,Tests_passed,True,True
21,refs/heads/master,bedb7aa57da19a7505eb528017c9a38a1299496d,318a4938a16f359a266e405351ad0904e4df5de5,cba07895cef1f2eb396003f62ab40c1713134fa3,,False,False,,,,,,False
22,refs/heads/master,e27d283b4608354cb7061b737d2f055c459b9b53,7bf538975bf629729d471d08ba351d3a719e9c00,0e8e291a1c677b9fafbc935bd1948203dd0312a7,,False,False,,,,,,False
23,refs/heads/master,7bf538975bf629729d471d08ba351d3a719e9c00,1deb58448f61252aa4bdc1a8e9c38b74aa4cda65,ab3bc7a2bc983acce7c4a0fd125864428f91e7a5,,False,False,,,,,,False
25,refs/heads/master,e1375b984cf5a538b710ccb934579450b398020f,651ddafc472f3289955ad12de65a62c28c9992a2,5fb18e78b2cfae57dc993a9f7b4b4d965411bf98,,False,False,,,,,,False
26,refs/heads/master,651ddafc472f3289955ad12de65a62c28c9992a2,388c0b1f4fdf7d441a05d9f3c3cdf6ad83e0741d,2aca672b4a15852749d2bb805e83d5885f7d1f8c,,False,False,,,,,,False
28,refs/heads/master,33faa161154bb74801bf70c3935b04d8b54ee073,e2167429ea83a8d8f56b432eba0e2a9407337a6f,f694ff34f5812ca40e85221b95b4ca0e0af57aec,,True,True,6b7fb280fa9d9a131162274fb5632f60df0da7cade4e504c489ba91b6cb73808,Tests_passed,b9449886748a6aad18c584226a05022d1ddae8f9ec625df5b181cca6aa3c8b11,Tests_passed,True,True
29,refs/heads/master,e832a9d404991586389de66fce3916a5d75f2bbd,2b69460519b865b59ea9a6f8b5f0c9177c3123af,9edfa8934f06f9d55e87151939b25c750cb953e1,,False,False,,,,,,False
30,refs/heads/master,2b69460519b865b59ea9a6f8b5f0c9177c3123af,6eaa69822ddeb27cbaa33e59b5da68bd819823db,fbd8f02ab6a3819fc3c00add363fee7ca3749129,,False,False,,,,,,False
31,refs/heads/master,3e20ceeeffdebd708a281fb093c1d0addf5d0f55,e58985aa240393d79162ba5af9139cd49538695e,0efb1302d5e98b76fdfbd5cc82865eda08ebcf74,,True,True,7ca605effe8898d1d6c9c4b6751dc0abff9712c8fbe9bda3ff7822948e83e100,Tests_passed,0559dd777538b710ec94127efb39cd059d3215faf9da0d26b5b65fbfd78730f3,Tests_passed,True,True
32,refs/heads/master,bb75f0d43bb48be308a815064ebfd2dab81a5525,9d198d02ce5f12c0489e5a116b2a557e5bc5c439,c545698f68a46f56eb4529919292fbfef03ee14b,,False,False,,,,,,False
33,refs/heads/master,c545698f68a46f56eb4529919292fbfef03ee14b,2c3954ffd05a5de86c517b71d995f85182f301d9,97545fd839af0f2b66b40c44c9580f519606ccc3,,False,False,,,,,,False
35,refs/heads/master,08d1da34c12fe4dcc62c25c69c7262fdb142b155,64695ddfb2b790e1d971e2830391ceada5f5f084,4ffa2363cdc177e919542d0491744880682f6f42,,False,False,,,,,,False
36,refs/heads/master,a9200e3d0aab0cf58e4a3221ba67cd74498205ce,916c08bd7886446b78caed08a5e14b43f84278f8,ac5db77df3843ff3d73329859c7808a4aad3d982,,False,False,,,,,,False
37,refs/heads/master,16f0abf93f0abced72bf152082da27fd98932250,e33d71d81062668d9ee96f9ebc8b98af1b0365a0,7f84087b2692bfcbd352b25d3e2140736a963e7b,,False,False,,,,,,False
