idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
4,refs/heads/wNetty41,d7711984550096669f5d2395c8ee67338b1542f9,01d11d2ba1b31f9daa6306721f7cb48e731e18aa,df08bcde5af599644ae1ea726ea42f9c5cb140f8,,False,,,3,False,,,,,,False
5,refs/heads/wNetty41,139c3633dd88f2a5c93d4336f07683eb7f78deca,6975a53c7f52f8b7625f71a85224fc82cde20657,01f0dc8dc63bb577e048747915ac31593177f189,,False,,,4,False,,,,,,False
10,refs/heads/wNetty41,8a086057e37eef10efa3089b606c296847b2635e,8557489baa9e8daa216ebda950cde2e7691cca01,a831b317a31fd605674bd622104229fa7ec24cff,,False,,,36,False,,,,,,False
12,refs/heads/wNetty41,97e8be349df8baf2b0bf6c207aa16c1793756728,721405edbf1c1baa696cd983eaee35f303cf310a,5ed494beb2c0ba6cd6d95e23f989e2eca546e4bc,,False,,,283,False,,,,,,False
13,refs/heads/wNetty41,721405edbf1c1baa696cd983eaee35f303cf310a,ef46c2812cf352e552e547793697fe3ec866953d,b5340df79447fd50e22c613f5dc0046219165fba,,False,,,189,False,,,,,,False
15,refs/heads/wNetty41,70339184cab18b3e84c8cf9c67d46c1432ad7f4d,b2f58b487bab129998af07df649bd11edceb92b8,e92217b261ac21d9b55b30aad9989cc9183088bb,,False,,,6,False,,,,,,False
16,refs/heads/wNetty41,b2f58b487bab129998af07df649bd11edceb92b8,032d201f314d755fe60f79317ab23d0e1a12e265,4437d2bee8ad4922ae65df9b48ab901f580b9e4b,,False,,,32,False,,,,,,False
17,refs/heads/wNetty41,032d201f314d755fe60f79317ab23d0e1a12e265,2db2057ae99a07215b03732ece75531f405935ae,37e80634378125166260d5d7021aaeea5722f090,,False,,,10,False,,,,,,False
20,refs/remotes/origin/master,cdcf111f73ba8ac458d8471802df2990389a6172,788351e13435d5c68cfeab539cf0cddd3cd3d70d,4f56c74bcf05b7c58bbdc32c610a8f2359a4d1c4,,False,,,57,False,,,,,,False
21,refs/remotes/origin/master,788351e13435d5c68cfeab539cf0cddd3cd3d70d,930e338b1123ba779ac98aaea8b764aaa6c9ea02,227b4d5ae2f50bb51d52bced057f4bce341ff28c,,False,,,45,False,,,,,,False
22,refs/remotes/origin/master,930e338b1123ba779ac98aaea8b764aaa6c9ea02,146845b5a7ced75fd73a751095020ea400bd862c,bff848b2e35d4ef7ff4853d7e063e26b0b5cdbc7,,False,,,109,False,,,,,,False
23,refs/remotes/origin/master,146845b5a7ced75fd73a751095020ea400bd862c,cd9144da62fab0de3f975e6aef0d0a6f5a037590,97e8be349df8baf2b0bf6c207aa16c1793756728,,False,,,283,False,,,,,,False
24,refs/remotes/origin/master,cd9144da62fab0de3f975e6aef0d0a6f5a037590,0edabe4814e0166bca63d6ba9bdd62968531e03e,721405edbf1c1baa696cd983eaee35f303cf310a,,False,,,189,False,,,,,,False
26,refs/remotes/origin/pull/11,2270a5cb29ca3a0988280bfda24449d4eb66421f,9d99f605e2349c2903aa1fb16a3fff0d3171bc6f,1a960b65f7c69a1eeff034e81400125087ec0388,,False,,,2,False,,,,,,False
27,refs/remotes/origin/pull/11,9d99f605e2349c2903aa1fb16a3fff0d3171bc6f,547311a9f8a185b3b16052e63b1f7cfe26c14991,332a06d2b92e14c1d4e7f8a7eb6c385146587e58,,False,,,63,False,,,,,,False
