idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
1,refs/heads/master,86eb9a981ba9cf878c50fb700b9576b6b77afd7d,eb51c1066c84c5e1c3e1a5d8b696c9502e6199da,d64a8343927c59cb95989187569670d474be5b6b,,False,,,1794,False,,,,,,False
3,refs/heads/master,56604118b6ff3062fbea3713c5c8708757222c80,fb219549cb19ec6bf25b6c79a63d3c5c6e7034e7,07a228d882abdbb4ee308f0b434b6dd1f399c873,,False,,,27,False,,,,,,False
4,refs/heads/master,fb219549cb19ec6bf25b6c79a63d3c5c6e7034e7,caa15cfdef98f223cef7093f360e31768bc95998,7b0fb819d3c12b9ad5769ae953720bc13f80447f,,False,,,34,False,,,,,,False
12,refs/heads/master,389099df056b4dc5d14a1ba7b2306e11c1f4dd26,921afee2703608b5e19275b788cac43a37e1ef3a,b0d2d74f13203268ea254b02552600850f28014b,,False,,,1725,False,,,,,,False
15,refs/heads/master,a8590526a326959b44d04d368c6b6c44982a9114,7f6249c336403d6b3bd79976da845f682c285159,2db1d555bbdbfce55f541f8e9187305db9616482,,False,,,57,False,,,,,,False
17,refs/heads/master,06aef3f8799fe3e5c6e64ddac9b438e356c166e0,ca186e797f7de9152b834856a31bcefaa743f4ef,c6b47d5591e15afb9ab23f0b99806901bbd65c16,,False,,,57,False,,,,,,False
18,refs/heads/master,ca186e797f7de9152b834856a31bcefaa743f4ef,210e0a102c9901189dfcb251a8ecdbffd4dd7aa2,7c6ee30889ac5a62339c3c431ba8dd8639f8443a,,False,,,50,False,,,,,,False
19,refs/heads/master,210e0a102c9901189dfcb251a8ecdbffd4dd7aa2,6829a78f8f8a42271eacb3c382d62a60c37c6c81,4746d601a0932e75da8477089e8816801657dc90,,False,,,61,False,,,,,,False
20,refs/heads/master,6829a78f8f8a42271eacb3c382d62a60c37c6c81,0cd2aa5aab7ab4a12b830da1a5d0e34136e3eb20,fbf8deff2330de216f21ec24cf390f2e5e189c00,,False,,,4,False,,,,,,False
22,refs/heads/master,0b46666e715a2046e791bb5656ce79165ce7eca0,87766daee1a98fa029c2811c4df0b0771dc4c2ef,01fcb74a367259b479b4a9b3ea7dd7e10870b3d7,,False,58925999c701371133674a4ecdbbf559771feddd5d3c22285f5ac0d4f71803d1,3a00100cb43b913afafc1a619991e5e18619bcafa4b078278ea7ec67c6d99de3,4238,True,Tests_passed,0.0,Tests_failed,0.0,False,False
23,refs/heads/master,87766daee1a98fa029c2811c4df0b0771dc4c2ef,a09321cc27e5562323f5aba04a69bc1bc2cfe0cf,14d3216ba7d0bd62a96f592f6d08e2bce0280771,,False,7bb5434ea2c0097f636e7d2520759f85656b45867ad23236acac60f95e90659f,fa854e01b06ba5b8be2fb7c81f6e5dfd0d05eb5a3d4beec382de3a42e7f9cc62,295,True,Tests_timedout,0.0,Tests_timedout,0.0,False,False
