idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
3,refs/heads/master,ce117080514feaa63100345095aa4954a9d6d4bc,39f794baac72a3024ff3ca69a0b0fd9c1e830ad0,9cd0988f15b5adec4454a0527c1933d3154ad4c4,,11,0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/39f794baac72a3024ff3ca69a0b0fd9c1e830ad0_9cd0988f15b5adec4454a0527c1933d3154ad4c4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/39f794baac72a3024ff3ca69a0b0fd9c1e830ad0_9cd0988f15b5adec4454a0527c1933d3154ad4c4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/39f794baac72a3024ff3ca69a0b0fd9c1e830ad0_9cd0988f15b5adec4454a0527c1933d3154ad4c4_left_right.log'}",c43a1da7c4910dad4f7b2434f912ea7792c11c595b890a549052d491d0f60e13,Tests_passed,b460c7acdf763d86f5421153fbd3bdd971e932294f8a8542d98ad55658633e55,Tests_passed,True,True,True
4,refs/heads/master,9cd0988f15b5adec4454a0527c1933d3154ad4c4,632da4022c9df3fc93ca85c8567137b336740493,7b907228a4b84c21be37e2f3efcf7934bea18a6e,,7,0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/632da4022c9df3fc93ca85c8567137b336740493_7b907228a4b84c21be37e2f3efcf7934bea18a6e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/632da4022c9df3fc93ca85c8567137b336740493_7b907228a4b84c21be37e2f3efcf7934bea18a6e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/632da4022c9df3fc93ca85c8567137b336740493_7b907228a4b84c21be37e2f3efcf7934bea18a6e_left_right.log'}",,,,,,False,False
5,refs/heads/master,632da4022c9df3fc93ca85c8567137b336740493,954530ea8d3843332cd8dcbf232fad2c8567e10f,4bb43680fbb5119379109c95c821118996d08c5b,,7,0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/954530ea8d3843332cd8dcbf232fad2c8567e10f_4bb43680fbb5119379109c95c821118996d08c5b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/954530ea8d3843332cd8dcbf232fad2c8567e10f_4bb43680fbb5119379109c95c821118996d08c5b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/954530ea8d3843332cd8dcbf232fad2c8567e10f_4bb43680fbb5119379109c95c821118996d08c5b_left_right.log'}",,,,,,False,False
6,refs/heads/master,954530ea8d3843332cd8dcbf232fad2c8567e10f,9101df822fa35ba15a3705443ea84a02a8f425c6,29e42df9a0e2263c2f38d020a2050a6d6dfcc222,,14,6,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/9101df822fa35ba15a3705443ea84a02a8f425c6_29e42df9a0e2263c2f38d020a2050a6d6dfcc222_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/9101df822fa35ba15a3705443ea84a02a8f425c6_29e42df9a0e2263c2f38d020a2050a6d6dfcc222_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/9101df822fa35ba15a3705443ea84a02a8f425c6_29e42df9a0e2263c2f38d020a2050a6d6dfcc222_left_right.log'}",d8b800bea264e18b852d88a33288db484b55614f40e2ba10be24e31297333d2c,Tests_passed,e24d9a07690accf8cbe4d2c756c269a741d5c01ee91f2579f62f7073c30c5a02,Tests_passed,True,True,True
7,refs/heads/master,9101df822fa35ba15a3705443ea84a02a8f425c6,8c75aaee1629efcb639f3b0060c72f8a8d735417,3d982c8952e5a7739bbf29f82c3f86e6ff22e99e,,4,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/8c75aaee1629efcb639f3b0060c72f8a8d735417_3d982c8952e5a7739bbf29f82c3f86e6ff22e99e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/8c75aaee1629efcb639f3b0060c72f8a8d735417_3d982c8952e5a7739bbf29f82c3f86e6ff22e99e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/8c75aaee1629efcb639f3b0060c72f8a8d735417_3d982c8952e5a7739bbf29f82c3f86e6ff22e99e_left_right.log'}",,,,,,False,False
9,refs/heads/master,5653f4411e60ad50fedf5d565cb485f71758f2a6,e9b0969167486f088981703db0c645fa71f71cf1,46424e3217d5d60b778c3556c66abf3861914444,,3,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/e9b0969167486f088981703db0c645fa71f71cf1_46424e3217d5d60b778c3556c66abf3861914444_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/e9b0969167486f088981703db0c645fa71f71cf1_46424e3217d5d60b778c3556c66abf3861914444_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/e9b0969167486f088981703db0c645fa71f71cf1_46424e3217d5d60b778c3556c66abf3861914444_left_right.log'}",,,,,,False,False
10,refs/heads/master,e9b0969167486f088981703db0c645fa71f71cf1,7ce43c381012c20615a3ca84fa732d67d284192c,3552af92fdebf6a6c3cc9abc7ce07bbb83f36961,,9,6,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/7ce43c381012c20615a3ca84fa732d67d284192c_3552af92fdebf6a6c3cc9abc7ce07bbb83f36961_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/7ce43c381012c20615a3ca84fa732d67d284192c_3552af92fdebf6a6c3cc9abc7ce07bbb83f36961_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/7ce43c381012c20615a3ca84fa732d67d284192c_3552af92fdebf6a6c3cc9abc7ce07bbb83f36961_left_right.log'}",4a440f82e351f4e65a861a8b8bc8735e82e9ef3ee45dba6ee5d7ead4559bee01,Tests_passed,cf0a71e801412051b5fef593eee10a876f3f93892b3935e016c8929dace8c440,Tests_passed,True,True,True
12,refs/heads/master,b06e12683c77caf99cf4e4033085e9ec5750033b,d64a5601c8da23e5593bedc2c40047282a27485d,307eef84033e0bfb2d5b3e34eb0bbffc27453919,,4,1,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/d64a5601c8da23e5593bedc2c40047282a27485d_307eef84033e0bfb2d5b3e34eb0bbffc27453919_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/d64a5601c8da23e5593bedc2c40047282a27485d_307eef84033e0bfb2d5b3e34eb0bbffc27453919_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/d64a5601c8da23e5593bedc2c40047282a27485d_307eef84033e0bfb2d5b3e34eb0bbffc27453919_left_right.log'}",,,,,,False,False
14,refs/heads/master,df9d52d9dc60a4f274b31eb3408acb10eaafa403,ae107a8c27dcb9b3eb8a8a1133965b0749be6088,4baf3702f0b71d9c6586d31d77c98000671be3cf,,6,9,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/ae107a8c27dcb9b3eb8a8a1133965b0749be6088_4baf3702f0b71d9c6586d31d77c98000671be3cf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/ae107a8c27dcb9b3eb8a8a1133965b0749be6088_4baf3702f0b71d9c6586d31d77c98000671be3cf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/ae107a8c27dcb9b3eb8a8a1133965b0749be6088_4baf3702f0b71d9c6586d31d77c98000671be3cf_left_right.log'}",,,,,,False,False
17,refs/heads/master,36bcd5300f7b884ca37b81d99a186670400fa0f1,0811738a2d223ba911414a89f37096e8ded5a6bc,523b4e4d94621ed0d275a69d458d6d22a2923c6c,,5,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/dvcama/LodView/0811738a2d223ba911414a89f37096e8ded5a6bc_523b4e4d94621ed0d275a69d458d6d22a2923c6c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/dvcama/LodView/0811738a2d223ba911414a89f37096e8ded5a6bc_523b4e4d94621ed0d275a69d458d6d22a2923c6c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/dvcama/LodView/0811738a2d223ba911414a89f37096e8ded5a6bc_523b4e4d94621ed0d275a69d458d6d22a2923c6c_left_right.log'}",,,,,,False,False
