idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,5a3526b368e048938bb4e1ff5c9e53cc1d9d49d9,6159619757fee0d8327c43e7927dc94468f87749,342a147e284e8af4894059f053645112859d5988,,False,False,,,,,,False
5,refs/heads/master,75fb273ad93907e71084cc2368f8053a6f7728ca,532fb626656b03c3be4c4c2e564ee7571619dcf9,39a4a85351d8e274c268d0b2b4fb6ad6cb642f00,,False,False,,,,,,False
7,refs/heads/master,88a795dce63bbfd67b0b5cf28d6ccfe6d85646ba,8dc599d543a4d871606066f1ae9a423cca52b79d,65c079eaa4cb6ebd32312e412e9505269c13acd4,,False,False,,,,,,False
16,refs/heads/master,dee6c83300dcb13b57d509cb6eecb1800c6ac5ae,a01775c9f40fa0ff4b52eaef2c9b1c3b6a05c396,0c09a63c5b9bc6c90dc827e7849704f530e1772f,,False,False,,,,,,False
20,refs/heads/master,8f8aa388e5221bb7693aef101e4ad05d3030bb1c,b43ff18c6684324f01ed9c9c4da07fbe43ace45d,d4effec3fe8bcb1489889e0293ca0d1ac2e96d91,,False,False,,,,,,False
23,refs/heads/master,fd117ad96d67a4c6e50827abe1c98f895147a578,6a0a8057d244f2e14248ed880d3b2efaa0765943,41092307cb5c1bb1c58a21a065d92ac1bfe39b70,,False,False,,,,,,False
24,refs/heads/master,6a0a8057d244f2e14248ed880d3b2efaa0765943,eba2d8fed7aff93118a8dc94186fee6833acbf75,261c57cd462f359321659a1b8671f5c63cdf16bd,,False,False,,,,,,False
25,refs/heads/master,4d83775599cdd5902f8840091109d2c056f6f6eb,261c57cd462f359321659a1b8671f5c63cdf16bd,7e2e5847493a464212f140ff6dacffe0a8d3398e,,False,False,,,,,,False
27,refs/heads/master,b7808d7b24c711dfd24be012a7fe2313672141d0,029125a0af6d44ed9d30ab030f2b6d02ace6b836,69d1b727bcaf9acd953206895a7c5e7f3aad128f,,False,False,,,,,,False
28,refs/heads/master,f7c99fe10f4bb1703a6ee0ca20b1f8d0b131a24a,4330cf25de57588c3030063f9da1f4fae5a3b3ea,a87d8cd106f95e73722df390fd5c15437a09c764,,False,False,,,,,,False
29,refs/heads/master,e924ffee274bd47f785665048cb347ef7bd879c0,b310d317a4132fd6f1c22b905bd0889c817b01b8,0a452fb522108e8726b67d4b97a754d57de49eda,,False,False,,,,,,False
31,refs/heads/master,29763606f8c49886fbd041ec0c15786f62ebb600,8bd23e53754377c085c64183860dbd5eb5b90f84,8e0b35b314439307238708d56ad35a61f497a218,,False,False,,,,,,False
33,refs/heads/master,39e657da770d5a21d2eb87a6346e725dcd6180c7,e4caaecef4e6faac0f63a0ab3514b9577c78bdfd,ed98fc6f7afefa10c1645c98de3346acd4842c35,,False,False,,,,,,False
34,refs/heads/master,ccdc581f7f9d3b683b03af7c474160d3a3d1594f,b7a15c040c8b08b14e1f6434a73633c44381118e,24fa341f4fe3d819067b80de67bdf98e8861a8de,,False,True,5ae13776c25399f7834d05f4603ad0221a6761b3e66e78b048c64550a3f7500a,Tests_failed,69cd33ab0d1b4602132d7d32d182fa177e41dfcc5940703ab8e76430173aa9ec,Tests_failed,False,False
35,refs/heads/master,7081925b54bb3585c0e1181545b22b173ad8b54b,43796b3c4687c6961910fda98d7ad7bf3ae85531,09ca119ea1e8c5fdb3599432f3554c0fba862ea9,,False,False,,,,,,False
