idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
1,refs/heads/2.17,7c5281fb69cbc9cf8ec16346937744007d624314,312e64830a268638c96c1cd4362466c42d5f02e6,a4294abf73f7dab266522dfdb1a3ce3365d728a6,,False,,,8,False,,,,,,False
3,refs/heads/2.17,728b766831823c1faf162cfe3ece75cb91e2cbfe,a877bb04f29def2f7321939eef2b0b088c841ae8,f1dc3c512d211ae3e14fb59af231caebf037d510,,False,,,7,False,,,,,,False
4,refs/heads/2.17,97030b97c226f3d0b5d0d6b319861e69914715de,3e1cbb9fa077332fccdcd66cf53bdde6090e98a4,69712d838556a5becc09b15efd093eab6e140df3,,False,,,51,False,,,,,,False
6,refs/heads/2.17,e87d44e071970a2c46e7d6085bf3d7bd6e8b50b4,02efa0a46f65c70e7741048a055765c9f89dc565,372a009c7f40e44166fc9a27f5fbade1ccdf80e6,,False,7a7eb0d4c44f0494b2f39509260c41e142c5745ef6c9cd4b390171dafa175c33,f6c8220d60e5c14f08b503c009647aeb8804382382128f94d95043a8bb4e5408,1431,True,Tests_failed,0.0,Tests_failed,0.0,False,False
7,refs/heads/2.17,4858a747e0dcefe9353965f63dfe6d2336b3acd8,3a1eb0830ab63c96b80bab8fb08eeafec91ab59b,f539272a2c3a8cdb5a2d5ecca693eb8df4ebdbf9,,False,,,27,False,,,,,,False
8,refs/heads/2.17,5fe25f56ed13e7d9704b101dea48924d9988a66a,93244c9c939fff7568650fa2a36757e7bcd91abe,3ca03722d36068fb46fb566a110a9e7f72094dd4,,False,,,4,False,,,,,,False
10,refs/heads/2.17,d005f80d0991ab713aa7af5f66cf7a8d8fb3f5fe,9da865944514419a5845a236f210381de367e90d,f3da625bb775a36c4b12abb4ed942d77f43214c2,,False,,,100,False,,,,,,False
11,refs/heads/2.17,7fb83a3976b10ff8426a4545a234a4298837e926,ccb20dc9ce77aa8e12be98ec1ebb12c2aa17f422,c94fd875fc430cb4b21154bb9d2320cf2693c305,,False,,,73,False,,,,,,False
13,refs/heads/2.17,a7dbd72e79d67d93fb8b6bffb4b1cef145d9e949,ff4952da71389247f5bf0beb6ae7b8a8e2163ac3,8989acff37761790c44a6a7e99e79e7ba68a4ba6,,False,784630bf86f432d2aa6bd1852d3f3425f7433acd780e2f3f0deb0ddd2e597d6e,7e87afa02ce4300494ac55c579e8290b08ad7ddf5be345a792ce583f0d8f0e16,78,True,Tests_passed,0.8131774065635268,Tests_failed,0.0,False,False
19,refs/heads/2.17,fc76da7bf400688d598741a698d761f3380da389,4955f31fc50ffc214b882143b2e522782fd5c943,68c8caf0681cf4a5ea8a23d985c71b2424996caf,,False,,,33,False,,,,,,False
24,refs/heads/2.17,315ac5ad2ad5228129a3df50623570d9bc2d7045,b472243f565d919b1b4ce6a74ec8e78838162784,f39e881184edbeaeaa78edc8bd814dbcb616dc33,,False,,,30,False,,,,,,False
25,refs/heads/2.17,f39e881184edbeaeaa78edc8bd814dbcb616dc33,0066b88023debe6dc7243675a968895f3a0b98e6,7a9b85a700826de1727f8b566ec3fb8938463c44,,False,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,66e5ec318a90d56ed1da3c88b0f7fd611dedaa91bd4bfff1f5a78183026e10e6,1973,True,Tests_failed,0.0,Tests_passed,0.832626681640043,False,False
