idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
1,refs/heads/master,cb14079909b2f4ebec6fb48d50a4c7a9179899ca,9fac6d2dd40a3f11b196fe860ff4a6b3ed37d065,491055f0852f4a5007828fa63fa7d29bd97815df,,False,4,,,,,,,,False,False
5,refs/heads/master,cc3aeefa0be13c2ab48c9c35e9d34f4deb8e62f4,ab23cb913e256cbbb9e1f415c92318831ba35053,c061524a8d71b613ce130e783005f63bba4649d3,,False,4,,,,,,,,False,False
7,refs/heads/master,82e39d9c61ab1400f346dd99bbda80aa080a37d8,c400992054e4428641706b7fd0b361ea58ee98d1,7e3942aaf5e1e41ae6feece990b74017ac96538f,,False,408,,,,,,,,False,False
10,refs/heads/master,074f0a5e4bad990841a7f2e4fea9c488037d345b,3c57d28c5b4bbff65e8c49ae7c05638d07284c29,d4f6bb35f8021991357e831b173c6c3bdafad96d,,False,505,,,,,,,,False,False
16,refs/heads/master,69a447b06e67f7cc2ffc7be9f82c1a6ed6667c15,c062e160596937c9d0176bb40d7015206dbb0609,08621509416009a4824f12b5fee9bbafa19caa9b,,False,186,,,,,,,,False,False
17,refs/heads/master,2c6cd6224675052e751246d0efd80850f0ae9d40,8a61562fa62487ed4b26a09a7474a2738632df1b,1f99536a6180c04a31854622b00047659324ac09,,False,810,,,,,,,,False,False
20,refs/heads/master,3df93447e3bea437524b6b010d221d708ed253c4,50fcef88276530cfecf8104b5794dd06e3e24921,fff58fded11e711bf0a35fa88bbb4997945ad628,,False,2,,,,,,,,False,False
25,refs/heads/master,ca594865e9aff67fe7a33a10293878d068f5b41f,603adb74edafa8df7f191b72ea0fe8c424a999d4,1d9b8bd23183d07b995430f8c3b6b0ebe56668c5,,False,14,,,,,,,,False,False
29,refs/heads/master,7c1d8476fe61fcb5cf8f00912db9ab66d05f32e3,f2ed9d02faa7068506df72a314fe450fa060022a,54a41ad86bf2de5babb4715cefc2b738c7e69d81,,False,492,,,,,,,,False,False
30,refs/heads/master,3bda3be3dbfbe19142127617683ee30a96f73e16,c8f2764120d1509e0574100d84896f837f1380b8,2c837f93c3471d688ca87957a2f4b4deca964b9c,,True,599,0.0,Tests_failed,0e12fc0d8e18d393979b08908b53d032c81b7557d487740c33ee8ceb18f77778,False,0.0,Tests_failed,e168ae161e34c2c101b55fb2bca65117b7c78a44409406c79204472862c3877f,False,False
31,refs/heads/master,357f27fe32fa4df9fd31be734117b9cc2859373c,30689f012e0d575224002f35b3685b132eb28191,da6442f1895dd1fa20d18e323917d8953249118e,,True,4740,0.0,Tests_failed,1554b6f73e2861b0b42eaf8238c309df407ab0e11bfb5e8ccefa01cc93d39000,False,0.0,Tests_failed,d4e794a638ec4fbdce2be4209a67cb3933a72e9d38a59ec5f5651ee25955d9e7,False,False
32,refs/heads/master,5cd9e3802d325045aafa75e744eb424e29660266,957176519cf23d94d1b88a089e10c2f6d8953aaa,718c183869aa38738585c8ca136a5da5a83a0f0d,,True,4755,0.0,Tests_failed,be0739b17684ac4c4af26a2ae71784b8507aaf7e868fdb23a7c5abb666434cbb,False,0.0,Tests_failed,45a381181965595ce4f8b1980ac5dd23d8bfeaef6c7079eb52277da27ec9abd7,False,False
35,refs/heads/master,71a13d8b0312407fdf4a1ff1dc7ce4e2fceb9ae4,b1d1c31d4b1ee3d400c87c8f20bd34f0f4af0c07,3d68b37391f2d201dbfa44c1d81b2b76db2f56d1,,True,46,0.0,Tests_failed,ee32342d9c0f6c69434b816bd3d868d03b62fe120d9b57843927b37ef11de9c8,False,0.0,Tests_failed,961644fb2484eebdb818bcac085d5e178f5305d0b5fbb743930e55c0f0fb35c9,False,False
