idx,branch_name,merge_commit,parent_1,parent_2,notes
5,refs/heads/master,2cd73379bbbdb7a89d4cbe2d83a2b9c3cdf23d57,5bfb3e4f9c30264aac9d3ab7c3fd902c6c54f5b3,3ebc3b352b1d2588ad05239b87e00d234f4d4bdd,
7,refs/heads/master,fa33c27d277cc3952293ac7831ca5888626bdc59,e03a736ea0f12dec9a517f7ec100664333d98976,1ea62650f81dfb722f95c0878b8d49ed45e1149e,
8,refs/heads/master,1ea62650f81dfb722f95c0878b8d49ed45e1149e,96e5b1d72738896df1e0a7c3d0c19e50e9d2026f,448cddfb8a0fdfa129f96247a4863d60ae70b648,
11,refs/heads/master,d9c9434cff28844d90dd626872937a0ffc233dbb,75846489e38ebaf50486d1e250a9501df195a18c,ce6d5defe93266125a22f61941bd3b79a15653be,
13,refs/heads/master,f71b8f8da930f595bec8f81c86faa7c87ca784a2,7050fb3d0b68b9f3a2123a5e3a65049512a74b9b,755c992acfdcec46f2f5bd585db9b8357d708ae1,
14,refs/heads/master,7050fb3d0b68b9f3a2123a5e3a65049512a74b9b,e8532cb8a14b6b0b949858ce175f930473a18110,30a0ba3c6e369f14ee4f632d8a41aaab90f13ce1,
15,refs/heads/master,e8532cb8a14b6b0b949858ce175f930473a18110,2fac62af200467a9dad7e945ac4d9c7dd3bef42f,4eef48a1fbe1dd09024d5ad05621510d2cf06086,
17,refs/heads/master,6a1f4e7b3fb61c8c2e25b2618b3da025a4d5fee4,6ba53ff595e070f847ea19a1575db6cb94c7ad16,0d8f0403c95afeb250e5be8f1e6b4a7ccf9f92d8,
19,refs/heads/master,634922effc3238357db5ca24c0a5feb8e8f5853c,2970792b02d0fd1ce607ca9825a1ef932e637552,b3646f914368fb4b42e2dc60836ee345034f9ff3,
20,refs/heads/master,2970792b02d0fd1ce607ca9825a1ef932e637552,9d4913aca4a3c663d599cd8634eeb0f6dd98bb2e,fa3e21cb2ae6f16a27a3e4782d0a87d100c220b5,
