idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
3,refs/heads/master,8a23656d83cbdd5f24b13308966aed5ac90eda98,e919938f0bbb7bcf78ab60eef2973323551361b9,406730463f93ed721f5e67bff1c24ba8d31dc871,,True,221,0.0,Tests_failed,6443f2e7c356a04cbb43df4083c08ec6a2a0813ab8ee1bbbf9fa4d046783905f,False,0.0,Tests_failed,bab7969926885261d98ce48acda9c2fd4c3a365f553479b93106f0c2e337b43f,False,False
4,refs/heads/master,e3bb7cd2f734706b2d8a0017e2e44da9e00977e7,0248329e7a770221a6ecea35abaca215061e6d57,f8dd9da8d1aeb00f2b83cdafde744289701cf52e,,True,4,0.0,Tests_failed,127a109de7eaa3c53c9094c7a215526c5fef61a98950f440e87f8749f31ea9b3,False,0.0,Tests_failed,f81d8ace26209270bfa0dcd11e219153a3cd8b05d1244eb036ca35cd9fb93ed2,False,False
5,refs/heads/master,39432614db13d9efb42da74431036e13eed19a1f,b69336d15c3a0ce4a85b417d1272ab4d89efa3f4,e2f03d2d4c4f6952492e162bc10d5b35377cfb99,,True,30,0.0,Tests_failed,7ca957a1e21626b20b4b7c925f8d40dc4ddd003be2c514511278dccb9f877ef5,False,0.0,Tests_failed,f5779a58a2dbfee64aeb7de85cc560741288419ba72e5874814158710f360b2c,False,False
9,refs/heads/master,aed316eb2bf22d43b3296eb903fb17f2f9f9de2d,e2145a42825b2b3193420b7ce3f18d8c3a30c03d,5d63dbe97b5358193765f0a7c724b52c7ecc0f95,,False,71,,,,,,,,False,False
11,refs/heads/master,0520d6c23a9e68597c6e311b52b621080ecd6720,094d59153dcf9fb51ac89d09577c395909d3b9fb,2ec947a8475f96e6ddb5e66361137a8e0e7d9e7a,,False,55,,,,,,,,False,False
12,refs/heads/master,094d59153dcf9fb51ac89d09577c395909d3b9fb,52bc6c3934fb239b6a495e29570f85ad96dd584b,2ef85f36cdf9e19c0b33b1a04b7b50ef8d731b6d,,True,613,0.0,Tests_failed,08211752b37c625a62359c29c07bdc88c3c4186de181a49c42d61d27cb75b45f,False,0.0,Tests_failed,da40ee17173e3d49e2b13a8908853ce51da2d8f364a4520e1bcff27cfd4895ac,False,False
14,refs/heads/master,976ae30eaee95222f0287e53d1cedf3a45be7992,a4869c472e29e5843253b769b3f311243aaa4713,a4ebaea634ebe88be234b7983f72de9045d42d0e,,False,34,,,,,,,,False,False
17,refs/heads/master,573e1671964dea65b012b24a0a146928a1f172ba,f51e15d8ca53e2d12ea5389df1899a356432d257,551bf57a251ba18b56f803e052ca9071b29e7de1,,False,317,,,,,,,,False,False
18,refs/heads/master,551bf57a251ba18b56f803e052ca9071b29e7de1,b76b62e9a704a8043925d82ce3ba26baf4b7b096,3f635ca5024aff41519be0971c8aae40f06365ef,,False,78,,,,,,,,False,False
20,refs/heads/master,7a28211202aedfcfc4fa22473d635e96f8231a53,9d1927628db0a262b76e9aa70cff882fefd7e23d,c90a666255b447b6374158e678bc398f7fd7d2e7,,True,364,0.0,Tests_failed,d050844958ef883b79111f1cf17875ec39ee60392294c7a706fc9fef19202e95,False,0.0,Tests_failed,bee587b2d0be574e49461910c363ad04b21b3858874ffebe39cab6234b179b71,False,False
22,refs/heads/master,752116d7174dee1ab3acfbbcd1a893f49e2f7333,52f1d7492e92d15ca865cb90948f9588f71d2535,283152bf6f06c30067df370aa350d54bdc632707,,False,531,,,,,,,,False,False
23,refs/heads/master,d1b848ad317e87f5b10819bdb71d488efb233dba,b12cf619b8aad9422d7d020672e956941b795f53,8a2e063dd0d5fc7126cbecbbfec3da229d99c220,,False,21,,,,,,,,False,False
24,refs/heads/master,3a581114e7ed2deb698e0f4df88b882c196000ff,f0058f71bfa5edb58e9a32acef40672c94d4d1a0,2a4ab768ee1043d238894a4d9c146770ee28464f,,False,16,,,,,,,,False,False
28,refs/heads/master,e08fe1f3d745cdfdf8ff73756af256af03b8e75c,8a560876a6f51a8f2f493fde436bbba1733c4a44,e001040655c1b7018019a3179ed346b9f855c438,,False,108,,,,,,,,False,False
33,refs/heads/master,309403780b6425e3f2a1ca2907e82d082a991a46,7a18edf6769ad79b8e79ff08f6543ea3b3081fb2,40ec0a84dfcdab2b88ad6a3ba28b2fed41b35285,,False,50,,,,,,,,False,False
34,refs/heads/master,40ec0a84dfcdab2b88ad6a3ba28b2fed41b35285,ad805daa4f15b5765019be458f4c25ac2b788407,743cf3f2b6b7698c83c29375126d27fe9b679930,,True,11,0.0,Tests_failed,fd6b2971e5e5f0e8d001651b915413230aca627007f8e5247df40f7d083201e0,False,0.0,Tests_failed,000792cf3b8c1708c0be0d3dace3668dfb2e1ed294782420226ed48448e05cbf,False,False
35,refs/heads/master,99fdea2e108a117f4582454012f970e338d7ca10,a0d75ae364d27fa2b2bdebe917c616615dd8b46a,ba39109c4dda8071e69ead35be24f4215f1ad16b,,True,15,0.0,Tests_failed,4eb592f765b3735c222f9456218e787b1468de601c8f0dd51eb12185fff6b27f,False,0.0,Tests_failed,3599041bc5dde9ab2e25d4e3093839ee03e1f3711bac9b4e8b56ff2b848ce4b0,False,False
36,refs/heads/master,7a18edf6769ad79b8e79ff08f6543ea3b3081fb2,ba39109c4dda8071e69ead35be24f4215f1ad16b,3b6ab2a672741d9b08d1429cdf48e8786d362ba8,,True,20,0.0,Tests_failed,3599041bc5dde9ab2e25d4e3093839ee03e1f3711bac9b4e8b56ff2b848ce4b0,False,0.0,Tests_failed,25408a760ba33f128a2b419ac55f21800fb3c759640fe28b7fab28c8967e484e,False,False
38,refs/heads/master,12b3e16b099869b1eb53094fab6596617f24ab0f,eaaa4b6f8dc64e8cb972acc97902fd23aacac2c3,e02e2756ba775070709f001e9af6789d1079aa77,,True,3,0.0,Tests_failed,01e9be23a7acf0f84e30ce111e84331ec6739dc9be64d7abe42d39eccfcea830,False,0.0,Tests_failed,db5b776d0e662a52951168c254b7cf68e214f88e86b550958472bee4e70049cf,False,False
39,refs/heads/master,a0d75ae364d27fa2b2bdebe917c616615dd8b46a,607aa8a255617027fadf4d658e41c523b209c3b4,e02e2756ba775070709f001e9af6789d1079aa77,,True,3,0.0,Tests_failed,d30c037b1be68feca93420221bea776bde5e2e6cad33a295fb79d44adaeaa211,False,0.0,Tests_failed,db5b776d0e662a52951168c254b7cf68e214f88e86b550958472bee4e70049cf,False,False
41,refs/heads/master,b4bf0441cd3ec069687ea06ee2d9acff22b687af,37339d98c25302a6d5e2c13462133242cb3d40a9,f73958097bad7344fb12c75d8aa2928572a51c60,,False,333,,,,,,,,False,False
44,refs/heads/master,571e55788f2a372219070b64328d150963fe876f,39785856dffaf6e00c2aa0d67600a54b5be50dad,9decb2ac382808ae9487d363f554300b5c915f89,,True,258,0.0,Tests_failed,9c5712bfbd4a130465d1caa899dc31b2141dc7c4e231e5b75b5f00369a16f597,False,0.0,Tests_failed,7283f479535cbcefdc2c8e5b06c7f7e2ae537f96e68a9c70c048b1ae6f6d4e6e,False,False
45,refs/heads/master,39785856dffaf6e00c2aa0d67600a54b5be50dad,0a8c612801aefb73cb29980eb2e59d041eddfe4c,abf9a971cec6b3f191ad984addb98c0cb5eaf9e3,,False,250,,,,,,,,False,False
46,refs/heads/master,0a8c612801aefb73cb29980eb2e59d041eddfe4c,991752ce43d115a1039dc33e606c82710990e8c6,181e2fc0a497c7bf4399346e0a4c4cc4cda1fa52,,False,231,,,,,,,,False,False
48,refs/heads/master,1747a8d0b0b9643fe98019ff8c00b0fab980f5a8,913d74bb5472403f15e8747c9fb5dec12176a730,98210b4eac19f6451cd083d9fa42769124ef1881,,False,93,,,,,,,,False,False
50,refs/heads/master,0d5860faf176210caa2b225f0496c869be7d3e6e,ca684c4db3831a4f5b077fd9c4203d8e2e6e8c93,a50f0efe1fc3d66362f049f53ae4e294d96b08f9,,False,8,,,,,,,,False,False
52,refs/heads/master,61a8be690fce8ccd710d995ab638385b2f7a6bbb,7140fbafd19ae65c466cd4186d2228464ed90c8d,a9f184a9bdb387b6495c5dc47486cea56d98d36c,,False,4,,,,,,,,False,False
53,refs/heads/master,7ac1b4d414820658ac7a47adce56f543159c321a,62bd7891b288480e01ac630845200fa2a784908a,84645135db9e0c8c608ec127fe846648d0732811,,False,3,,,,,,,,False,False
