idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,7fc36288bf15c2b4ab53416434b66d13b0492fb8,19f0d8a3fe5345934601aa0844d661b89a6700b5,81c38e983b4dfb3decdd83385a92f477ba41bb1f,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/19f0d8a3fe5345934601aa0844d661b89a6700b5_81c38e983b4dfb3decdd83385a92f477ba41bb1f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/19f0d8a3fe5345934601aa0844d661b89a6700b5_81c38e983b4dfb3decdd83385a92f477ba41bb1f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/19f0d8a3fe5345934601aa0844d661b89a6700b5_81c38e983b4dfb3decdd83385a92f477ba41bb1f_left_right.log'}",False,True,4,44,False,,,,,,False
4,refs/heads/master,72e073798b5f13b9316b378106bdff93071fd9ce,ff60160fd55d6282cc2cf3c451ce0c361de231fc,7cee62a25d8fd9a4a539c28707a58b41f7ecb31a,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/ff60160fd55d6282cc2cf3c451ce0c361de231fc_7cee62a25d8fd9a4a539c28707a58b41f7ecb31a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/ff60160fd55d6282cc2cf3c451ce0c361de231fc_7cee62a25d8fd9a4a539c28707a58b41f7ecb31a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/ff60160fd55d6282cc2cf3c451ce0c361de231fc_7cee62a25d8fd9a4a539c28707a58b41f7ecb31a_left_right.log'}",False,True,5,0,False,,,,,,False
7,refs/heads/master,9fdf4b592e709d5406b0c9bc6ef868e86b6a254e,b0bc1407e890e0ad9b53b467b1794b959cad5b52,6b99c70568d4c973155b6b2156b8639f85d3427f,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/b0bc1407e890e0ad9b53b467b1794b959cad5b52_6b99c70568d4c973155b6b2156b8639f85d3427f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/b0bc1407e890e0ad9b53b467b1794b959cad5b52_6b99c70568d4c973155b6b2156b8639f85d3427f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/b0bc1407e890e0ad9b53b467b1794b959cad5b52_6b99c70568d4c973155b6b2156b8639f85d3427f_left_right.log'}",True,True,5,0,False,,,,,,False
8,refs/heads/master,6b99c70568d4c973155b6b2156b8639f85d3427f,d124d780b839650113dcd194f7b5e4d747465b8d,a4f1cb653084c50561da3de9ab661b2d19bb9435,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/d124d780b839650113dcd194f7b5e4d747465b8d_a4f1cb653084c50561da3de9ab661b2d19bb9435_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/d124d780b839650113dcd194f7b5e4d747465b8d_a4f1cb653084c50561da3de9ab661b2d19bb9435_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/d124d780b839650113dcd194f7b5e4d747465b8d_a4f1cb653084c50561da3de9ab661b2d19bb9435_left_right.log'}",True,True,4,0,False,,,,,,False
10,refs/heads/master,8c20b044df2c401a5ff5aab44cf4cbebf7ff17f2,b02309f933e60f22065e444e20eab42f2eb03e42,057293232b417bd89d3fb26bf26373b2f80a4f72,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/b02309f933e60f22065e444e20eab42f2eb03e42_057293232b417bd89d3fb26bf26373b2f80a4f72_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/b02309f933e60f22065e444e20eab42f2eb03e42_057293232b417bd89d3fb26bf26373b2f80a4f72_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/b02309f933e60f22065e444e20eab42f2eb03e42_057293232b417bd89d3fb26bf26373b2f80a4f72_left_right.log'}",True,True,3,85,False,,,,,,False
12,refs/heads/master,43a549362816d161500533a3caf60f2f0fca4753,5d286c9e69ee92857abc386b581c5756b229d038,de026e71fa48208be801f1d9e1605e2e5f1733f7,,True,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/5d286c9e69ee92857abc386b581c5756b229d038_de026e71fa48208be801f1d9e1605e2e5f1733f7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/5d286c9e69ee92857abc386b581c5756b229d038_de026e71fa48208be801f1d9e1605e2e5f1733f7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/5d286c9e69ee92857abc386b581c5756b229d038_de026e71fa48208be801f1d9e1605e2e5f1733f7_left_right.log'}",False,True,2,9,False,1a9c487f49a6029712080076f6b893f6695a492f48b5740584ba28b43f8fed51,Tests_failed,990bafd5fa3e8970a29fd01c1ab18b575511eeee92f8aff2127d32c6dcf7a547,Tests_failed,False,False
18,refs/heads/master,c860fb732164dfd5fb53e659bab73cf3527b7624,56b9ade1cd9966837ecfcccbd6a0a53914dcb064,8fa0a80ac9c5586835cd8e539f28f5bbd48f3a5b,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/56b9ade1cd9966837ecfcccbd6a0a53914dcb064_8fa0a80ac9c5586835cd8e539f28f5bbd48f3a5b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/56b9ade1cd9966837ecfcccbd6a0a53914dcb064_8fa0a80ac9c5586835cd8e539f28f5bbd48f3a5b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/56b9ade1cd9966837ecfcccbd6a0a53914dcb064_8fa0a80ac9c5586835cd8e539f28f5bbd48f3a5b_left_right.log'}",True,True,5,193,False,,,,,,False
19,refs/heads/master,041885e9860c6fa2ba3699bdf549e451416560b3,4323fe9b12c78b6beff2a81e5f25b25309f58045,507870ddb7eabd183cd2670129f92c8f40dda532,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/4323fe9b12c78b6beff2a81e5f25b25309f58045_507870ddb7eabd183cd2670129f92c8f40dda532_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/4323fe9b12c78b6beff2a81e5f25b25309f58045_507870ddb7eabd183cd2670129f92c8f40dda532_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/4323fe9b12c78b6beff2a81e5f25b25309f58045_507870ddb7eabd183cd2670129f92c8f40dda532_left_right.log'}",True,True,3,91,False,,,,,,False
21,refs/heads/master,1e6db1c87a135bce3e34e99ded2380490c030530,f96cd882dfcdd2b7dcbf468bd66aa6f0a6bed7c6,c4a3d433800bdb7e91191a40d6930a33bc8fab34,,True,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/f96cd882dfcdd2b7dcbf468bd66aa6f0a6bed7c6_c4a3d433800bdb7e91191a40d6930a33bc8fab34_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/f96cd882dfcdd2b7dcbf468bd66aa6f0a6bed7c6_c4a3d433800bdb7e91191a40d6930a33bc8fab34_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/f96cd882dfcdd2b7dcbf468bd66aa6f0a6bed7c6_c4a3d433800bdb7e91191a40d6930a33bc8fab34_left_right.log'}",True,True,7,300,False,c4a3fc5075cec76cf61cde617c81cf2a154fee16a00ab535d3412be0328f419f,Tests_failed,16596a478a361f5f3225f267f4c0bd18c97188b6b1a96698eed7852e1a1bfc7a,Tests_failed,False,False
23,refs/heads/master,a82a27c4d3fe4eea044d350b7bf5f03f99e51449,25c66d2491ab6d5e15b2d97591a7902ab241ddd2,e1203ce3badbb27609903f59ed8d9113915ec7e9,,False,"{'base_left': 'cache/diff_analyzer/logs/MilkBowl/Vault/25c66d2491ab6d5e15b2d97591a7902ab241ddd2_e1203ce3badbb27609903f59ed8d9113915ec7e9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/25c66d2491ab6d5e15b2d97591a7902ab241ddd2_e1203ce3badbb27609903f59ed8d9113915ec7e9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MilkBowl/Vault/25c66d2491ab6d5e15b2d97591a7902ab241ddd2_e1203ce3badbb27609903f59ed8d9113915ec7e9_left_right.log'}",True,True,6,254,False,,,,,,False
