idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
1,refs/heads/master,a92655b2b442eb361102948dc8214eed2de9253f,f2d7f4079aa7043978f03d6c81981a032e7350e9,694492b83e8ee1d72c8a13e2b19b930d01650c23,,False,83,,,,,,,,False,False
2,refs/heads/master,89162261139717eed98b762bae9c0901f86a26d3,e3769429846f9830c6e8c388770fc7a4168405a0,32449fb9292b5c2c556bf464d66a3bc04c2a13dc,,False,2,,,,,,,,False,False
7,refs/heads/master,52305a7cfff487b216a6a4d2d5e5d51f1ce2d02a,b18f9230155b51710e1c940a06e471da904da7af,2c89ca99fee6566052daf3bfd321eabc63c6d3c6,,True,34,0.4327603640040445,Tests_passed,fc44cea3a5c8faea97b6d801ef5a3b2b41d1663f3b7d4b2d161a25205e823525,True,0.619348054679285,Tests_passed,fb8d11180ebe87ff793e0871fb3759f02d277a79c628aa4dcfd3ad0e208e540d,True,True
8,refs/heads/master,2c89ca99fee6566052daf3bfd321eabc63c6d3c6,2a1878249c32074712ed464cf88f8fab610a9ea7,2ce4d095e73b818b76bcb7aba71f40ea517c39d2,,True,32,0.4327603640040445,Tests_passed,3f1d44599930c769054440a5d49cbbf48054e62bc9d066b4708177c33804834b,True,0.619348054679285,Tests_passed,4366a9d99b566921ce3db836a93adc60a1632f3ec31626fc99320fcbab34d60a,True,True
12,refs/heads/master,9a49194635cfbac31a9d32b543aa02575e7634d4,e5cb99b4d8cba566cc33b4a9f6156d9011f0a18f,ba9c75c86ef79979c0b82fd98d017b5ce99652da,,False,26,,,,,,,,False,False
13,refs/heads/master,ba9c75c86ef79979c0b82fd98d017b5ce99652da,b0615499de7e7f63b7770ce2ed44604ca643c8ec,0010a9dfb61d56daeef62d90440203cefefb188c,,False,20,,,,,,,,False,False
32,refs/remotes/origin/pull/103,dcac99500e7236d4448597d62d6ec7918b4baeeb,e8873ce955daa8655f29e65dae148d000fb2fa21,f1570ad9e5bbf45609f69a1b8f309247a8d600e5,,False,7,,,,,,,,False,False
33,refs/remotes/origin/pull/103,e8873ce955daa8655f29e65dae148d000fb2fa21,86311fa7cc62f68589ba9d0a3612cabd8715969e,39eeab3e02961e735da525352f5ae74c745b362a,,False,4,,,,,,,,False,False
34,refs/remotes/origin/pull/106,9b21b7d78bc22e947d6c5d81d8e555305feab032,dd92a44455361f65f2dabe9d2ffb548136182277,f1570ad9e5bbf45609f69a1b8f309247a8d600e5,,False,54,,,,,,,,False,False
35,refs/remotes/origin/pull/111,09e63f73742dfc5e033add2d4bc2ea51752fee2b,e2e1be36ea106e84836acb99a1c63bc9f1038d39,013a4d83f385bb883c81edd8fb91500579d48f4d,,False,337,,,,,,,,False,False
36,refs/remotes/origin/pull/119,24c59576090f690e79283866f33d9bcd33299c75,b2c7a401a30430cde9f0bc3c1e264ce04e1c8ff9,995aca289ad7e660304959b620367c836a7e9f4c,,False,4,,,,,,,,False,False
37,refs/remotes/origin/pull/47,8c0b65e87db6d05dbfb907c120579bff3c573efe,8d052cf2bc7ba90e58f421d409ec8d12535d63f1,4e970e49d5b94c13ee0cc3f854776054cb9979be,,True,115,0.0,Tests_failed,a9532c3ab74b58bb5c3e62ba180387673f2b1fec8178896c4cdfbeb2ea38eec4,False,0.4410810810810811,Tests_passed,05e1785a9570973a6ffe2e8e20287cdcebcd8b342b7a0bdb65acd1b8ba80abb7,False,False
38,refs/remotes/origin/pull/77,3dd0bae73a3d67f959ea4e59c2e5b804cbeffe12,046a37fb27807732fd69706a9e8599bf6e355f9a,dd462b3a8df7ad688621879b2463d16894b2cc91,,False,7,,,,,,,,False,False
39,refs/remotes/origin/pull/77,046a37fb27807732fd69706a9e8599bf6e355f9a,dc2703697946a2a68c024b7164a78cdf745d62dc,30185ee3973770aa8c5fb86e982814d5f0b6d4f8,,False,13,,,,,,,,False,False
40,refs/remotes/origin/pull/77,dc2703697946a2a68c024b7164a78cdf745d62dc,34aa66a8cfb6d2352d5bbf29229d15a1272568eb,ec0756c2ff06a84a36e294771cc3b9bc9ab4b521,,False,10,,,,,,,,False,False
41,refs/remotes/origin/pull/77,34aa66a8cfb6d2352d5bbf29229d15a1272568eb,0671b309ba655bd3969a9e400884454a4965197c,89162261139717eed98b762bae9c0901f86a26d3,,False,15,,,,,,,,False,False
42,refs/remotes/origin/pull/87,1808e211188721c989ed92a92dd3264308496a1d,f9c7c23197763c508f688396d42f6789386e7074,23f8a927a2db7505872e20124920a55dccabaf43,,False,4,,,,,,,,False,False
43,refs/remotes/origin/pull/95,bcb4858dd799a8beaa1fad2be5df2e57035fb6ef,dc9950d97db42c31d1e8f44089c7c6b2f499d28b,482cf87bf60395dd4668c33a4cee3ada0d137009,,False,4,,,,,,,,False,False
