idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
1,refs/heads/master,f477ae83aab64a76adc3d22b555f64127300bef0,11d899c9cd8d9b001d57e1e3f13a455a2588417d,2d21bfa21ca5df8256cd46f34b22442235d4cb30,,True,True,fd033267d0618e2933939dc5a616603a3868ab9b03d765c86c34b70b9b012c7d,Tests_passed,9d11a0c222ac05963a0176917a052e61e7dd218e77fc9fa27484ba230414651b,Tests_passed,True,True,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,5d656047c4e02a680e49948fb0ce07babd78a0e31a10a1cffde06837a507e4c1,Merge_failed,cdf08fa65867c1dc031d35786bca9a3616db4a68584f253e05b49331500fbcd0,Merge_failed,31e1a03174ef55fe1515aed598a1ca223e019b6bcb0ec4309ec7330b53705f43,Merge_failed,31e1a03174ef55fe1515aed598a1ca223e019b6bcb0ec4309ec7330b53705f43,Tests_passed,524318fac11ad760a84106c99d046ccc288948ec6d25eb23e6113c7d8f3d2550,Merge_failed,af8a60aaec0b68e3fe4c312003a6450ffcff6f0124a7caaf537cdabf3bbde032,Merge_failed,31e1a03174ef55fe1515aed598a1ca223e019b6bcb0ec4309ec7330b53705f43
2,refs/heads/master,640b16b58a4c9131c18e53f03c204ac1b7fee3c5,8153284f071ddb368597e23f7953906999c9fbf0,e66566a9710a5f65e89986bac8fe533164e5a3a6,,True,True,48153184ace34e1c856723bf80621ff8304ba211dda610a6e1aa0346ad6727c4,Tests_passed,de77886ed46e96bb6e2de4bca2170c1ecb825cc88a1894698f2d644da6e4d261,Tests_passed,True,True,Merge_failed,ba603cd0383ee2fac2e89f7ca3d132ae7238a5c6a101a69b21e4e3dbc8f0f346,Merge_failed,8a94a14e413cae9ce708ac779f57c4302f86438b4d076597a410664e99a4fd0a,Merge_failed,ba603cd0383ee2fac2e89f7ca3d132ae7238a5c6a101a69b21e4e3dbc8f0f346,Merge_failed,8a94a14e413cae9ce708ac779f57c4302f86438b4d076597a410664e99a4fd0a,Merge_failed,ba603cd0383ee2fac2e89f7ca3d132ae7238a5c6a101a69b21e4e3dbc8f0f346,Merge_failed,ba603cd0383ee2fac2e89f7ca3d132ae7238a5c6a101a69b21e4e3dbc8f0f346,Merge_failed,670ba57294723a24bf3a5d63886ad39f9d29f8effc39cba77e8b0d254e074fd2,Merge_failed,1f605248c68b5c4a1b24840ec389740579f75f3858fd82bad1a8a51128d28149,Merge_failed,ba603cd0383ee2fac2e89f7ca3d132ae7238a5c6a101a69b21e4e3dbc8f0f346,Merge_failed,88cc13cd5b99a5a979720d165edbbd4157da15ae29264fde8227aa377580560b,Merge_failed,88cc13cd5b99a5a979720d165edbbd4157da15ae29264fde8227aa377580560b,Merge_failed,972791f6b937485148e3e459d41f9dcce91f6e7db36d3f9ffaf2c646e9d8fb19,Tests_passed,2a14fb18cdbe0af45ba229b2f3e26430e9716759f4bcfe61d486699b6d530c81,Merge_failed,002435629ff17a57ba67be24c316fe1ed5d18f0a383e3799e14b91f9ab89ded8
32,refs/heads/master,18e6440bcc766e2ee6ed5aa072085051fb94e8bf,009a039fc541897075ba0a646ed316c962092235,b84769d1e37d54ea5fe0c2220678f7f9ab9f05b8,,True,True,75e6d0c20a6e691c4536fa91c71857e7b0d2c72ec00a630326eef73fc0c751e6,Tests_passed,748559c0550c0d1a0ab275d978a3a5a269669c538a307055d91b47c96d18e80f,Tests_passed,True,True,Merge_failed,8ac1a20176ededed0da4d346ef6679c9a25b406edf852742b7bc73378f220fda,Merge_failed,ef00314d5562016b6ecde8205755e16520f98ad4001d77505c5e5e06d0b5a18a,Merge_failed,8ac1a20176ededed0da4d346ef6679c9a25b406edf852742b7bc73378f220fda,Merge_failed,ef00314d5562016b6ecde8205755e16520f98ad4001d77505c5e5e06d0b5a18a,Merge_failed,8ac1a20176ededed0da4d346ef6679c9a25b406edf852742b7bc73378f220fda,Merge_failed,8ac1a20176ededed0da4d346ef6679c9a25b406edf852742b7bc73378f220fda,Merge_failed,8ac1a20176ededed0da4d346ef6679c9a25b406edf852742b7bc73378f220fda,Merge_failed,e94dd596b0f32dfd1facc4efde93ca5d57590782f78515bd3f212d63623a5382,Merge_failed,8ac1a20176ededed0da4d346ef6679c9a25b406edf852742b7bc73378f220fda,Merge_failed,0f6c12a7703f4a7762f25a9c7e7caaeca24271a58bff9fdb69690aba5f6d3df6,Merge_failed,8d20d0e8af791de77817652aacb7c95a3c7ed71ef4d07e54340bbc3ca656c052,Merge_failed,2289bf486a246da325610f0dbe2448de488f1b5c20d872439d96e8051595a2a2,Merge_failed,9ecc49e8ddb8e3d821b17d3df3077253493fd305a831096413b3133e508e77d9,Merge_failed,7f4faf6b5448f8c8d7cfe50f90ee336de2aae3cd4e01fe657142f50809cfa6c5
56,refs/heads/master,73c338be58306bdc046e4af53709dfb4dabbe7a4,3930b5b0a109327b94baad0b8d1eaf25f11ee035,4bdaf37ca5b61c3dce293951b408ada96668d4c7,,True,True,7b2900814489c02025378afd42219b024568483c4caf9065d7339866c44fb937,Tests_passed,ff1acdd04345ace75b25c9d059cd217c6dced362e9a3891159a84326b603b02b,Tests_passed,True,True,Merge_failed,f340e1852b910ed12599aef91f3497c3f00d803119c0b02ae05485ce7d35d64f,Merge_failed,2b9350a78202436b20112ec5a5e5cc91f30ebbdccad3207c411053099a7b7431,Merge_failed,f340e1852b910ed12599aef91f3497c3f00d803119c0b02ae05485ce7d35d64f,Merge_failed,2b9350a78202436b20112ec5a5e5cc91f30ebbdccad3207c411053099a7b7431,Merge_failed,f340e1852b910ed12599aef91f3497c3f00d803119c0b02ae05485ce7d35d64f,Merge_failed,f340e1852b910ed12599aef91f3497c3f00d803119c0b02ae05485ce7d35d64f,Merge_failed,f340e1852b910ed12599aef91f3497c3f00d803119c0b02ae05485ce7d35d64f,Merge_failed,cc8fbbcf3bce5015c6fa977a50dbd81d49181734ca4e5a0b77a49eae350b0c6c,Merge_failed,f340e1852b910ed12599aef91f3497c3f00d803119c0b02ae05485ce7d35d64f,Merge_failed,cdaec724cefd062874b5ec8999b122c78de00a277df8056db40511df422db32a,Merge_failed,0496ffb3efa2e514139849a8db74bf387420b5a250cbb73338b3e41c4fc259c8,Merge_failed,8f0a62cff9dbc7e0999b9b5f225baf0a4021b7e555e608a65b2f0dd52e727472,Merge_failed,a70238290fdb93e3e0aaa2da579065a08c574c09cb7fd92436dc34d535b6d559,Merge_failed,1bd27daf4fd11a8b8b7765be5dc21dddea04e21ea275a446bab2600ac3fcbdaf
62,refs/heads/master,b18121ee9c1e7b57656cae8111dfcbe956249054,651a3e388b80901005a7effd61e10b7a3f05bc91,e12b22d5ce59151d99000dcebb45a2d2be06f044,,True,True,570be6d381372e1ebb8a7bb09668d3f128158d9b4f47cb525658a149bbe3977d,Tests_passed,604bbc950d338530919593e92470c029c8f18672ac85a135b2b40626a27aa246,Tests_passed,True,True,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Merge_failed,73c81adb83b21ca7fc951049cc0de1316655937aa3f6803ef137474b103cc4b1,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26,Tests_passed,61a95726a7c3b8ea95297a3f5b40dd43dff9371d8faf598d96a154a63534bf6d,Tests_passed,e3ff61d2e481ec4970b90f9148fa542224519a53f56a667f9efd21bb096baf26
76,refs/heads/master,b688a7f443113fc1ea14ca0e033847ca04db55d5,e458b5c13aa33aa951e4f3815857ab078aac0feb,273f4adf5e5c5af4ae86fd979a1973ce4e02c885,,True,True,25a420d0cc81be32a897bbd8ee9ddd4f607cd40a39f011c9fcd4a6a391ed2092,Tests_passed,2c28906368fe0ea2c24ee890d9df3da3ea75915c6e12b1bfb8e7935769e17745,Tests_passed,True,True,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890,Tests_passed,7a2704d2c100c696e50f7ba83a945ac5f195e73948c687e2b44f86b7f6b3c902,Tests_passed,bab67f73c5d2f8c02d8ebc2e59ec332cf868f913f788f742596d4d818880c890
98,refs/heads/master,b7481586c3a9a75816d9e0d09e237ac108c16d5c,df72beada62682b78fdbed53b9d0f3be781f4910,c298b7d152f147f2230300787c08c33b247007e9,,True,True,217c00e76ff5ba801e63a0d2d7ef8abb7db896533ae78b857cf9aabc176ff639,Tests_passed,e3a410330cffd791e27305c6179eb1b1c6248294aa11da4612255a010dac1231,Tests_passed,True,True,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845,Tests_passed,891af75c4940824fec55b9414d7ef501d7408594d0c9498fd83fa9fc2c50bb81,Tests_passed,a58806aebe07b62d0e40734f194e9e325663d90e1941cfb1294ea88927404845
114,refs/heads/master,76481d1d806ba4572c456e373b1fd461bf19ff5f,f0c40d4c7ce9c7c63ed647b7013efc301cd12686,e50a4cca361073dd3ccfcc4dec763227c6caddd6,,True,True,2135990d15294dc1b213e36bb8793e460fd8a6edc2ec90ec90e821ca125d8598,Tests_passed,65ce9d749a3d70c3d01787376f95830073c364b49ed13cea3405e1e574ac1126,Tests_passed,True,True,Merge_failed,73875848887f421c03a31c5e1e0ed7af38c6ba31a3f57f134454b36b2fc06f19,Merge_failed,b47537839b226434077f8acc4948e4e744cf089e7b06eb114a02924dbcf77e75,Merge_failed,73875848887f421c03a31c5e1e0ed7af38c6ba31a3f57f134454b36b2fc06f19,Merge_failed,b47537839b226434077f8acc4948e4e744cf089e7b06eb114a02924dbcf77e75,Merge_failed,73875848887f421c03a31c5e1e0ed7af38c6ba31a3f57f134454b36b2fc06f19,Merge_failed,73875848887f421c03a31c5e1e0ed7af38c6ba31a3f57f134454b36b2fc06f19,Merge_failed,73875848887f421c03a31c5e1e0ed7af38c6ba31a3f57f134454b36b2fc06f19,Merge_failed,d1b997f2e8fae557513dce7d1c1321918081edd4a88115bf4a0d50f95e1bedfc,Merge_failed,73875848887f421c03a31c5e1e0ed7af38c6ba31a3f57f134454b36b2fc06f19,Merge_failed,63235baa4b9417b1ff3bf398f265db9dcf449c82354cb286ba2577297781d1cf,Merge_failed,71a9ec00dde74388cbdb0b37cc0e1cce188571d49a8f2d620ae8f0cf6d4f5fba,Merge_failed,043e123e5f4ab48017db236c8c0587c38daa0769ea52ba9e97645a93b76dcf83,Merge_failed,857530b1b1c3590a39f72706ca454332331f6afa13051a8a242b0736d1c5a997,Merge_failed,63235baa4b9417b1ff3bf398f265db9dcf449c82354cb286ba2577297781d1cf
119,refs/heads/master,c9182ba00f33eb908d988d87eee5993c049235c1,833db27101a0d5d8bf8c4ec269a478e0f4be7983,4e1d9ea010c314babbf8bfe840dc060dbad13c4f,,True,True,ca1a5db1a79212437ad71ec554678e7f009e7295854dc4301079751885a793ac,Tests_passed,cc1706e34e78b0fd713e442ec1ad62ee4bb5cb690aa4e0554c9df8675b39e45c,Tests_passed,True,True,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,4b23e7f3fa03e638372c1cf39bcc5cf30bda56545d1bc07091612af0d9ff67ac,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,4b23e7f3fa03e638372c1cf39bcc5cf30bda56545d1bc07091612af0d9ff67ac,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,a54c8befeead309130f67419f387718e9f3a817ba4bbdd707c222809c40838fe,Tests_passed,a54c8befeead309130f67419f387718e9f3a817ba4bbdd707c222809c40838fe,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a,Tests_passed,718d76615d445b4b81ebac81683c2bf7a79052addae23f4f835211a32b5514c6,Tests_passed,ce1f77c11169c152d74b2b919773916087516e070678c5828263de911674ab1a
130,refs/heads/master,1f4261d20b2ac43f00b3f395565c738c74a64b4e,0e65f649bc59ea668d6965b4f44f7b02175c6d62,1fdd3e6ffa7e8b43c65327fd7b5619e84aa24680,,True,True,0ae95ccb58c83e7a9e32ffe2c68d08995ad85bb7df381233fc3890bffa301211,Tests_passed,16dfe67d0707ed7689a30cab1284605f36ff6272b6187b1035011509d230e15f,Tests_passed,True,True,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,1c7b61c3ab2540e3a22656cc30b54842a9b42a0625fc81ff614b7c25d190eadb,Merge_failed,e7efb10a6672eb1d0c6cf75c7217785b8aa601f42f5fba79487b3476de341451,Merge_failed,8bef97a6dac5696d79e8284bcf52ec2d26f693c12cbd37a2bd962970ac0efde9,Merge_failed,8bef97a6dac5696d79e8284bcf52ec2d26f693c12cbd37a2bd962970ac0efde9,Tests_passed,3db1d3d64757b75af6ed148f348499519cd32c1c0daa385582ca0f26d033cde9,Tests_passed,b104e39ed90c27536e0e49fa0ced2bd2d2446a50916abfed10895039201f7a9e,Merge_failed,b17f276d0e5cd43b208bc7714f0798478754e1c939d9fe64efbc3e3e589833a6
