idx,branch_name,merge_commit,parent_1,parent_2,notes
1,refs/heads/master,7ebe657db9248a96f293193711562b95637476d2,925c60233b35b6fa047cd070e74b9f9e95bcffab,11236618a04ccaeccbfc4eeb51456ae7379b28a9,
2,refs/heads/master,925c60233b35b6fa047cd070e74b9f9e95bcffab,92399026ae379cf7e7563a3213df05fb32155f83,d11a119f3b879a5f6473dc90919bc3c00414e4b6,
3,refs/heads/master,92399026ae379cf7e7563a3213df05fb32155f83,31a4b105f014dc464b7e9e3e31e2cd62ec36dc00,8ee9c33a752068844c2bd7bd35ee36019677b9a4,
5,refs/heads/master,4e80c261667faa00ade8f7f2889304c0efda0978,5ab5f56d6966e8bf7c3e0ff9f7d6185e01321b46,deb74e0d0af2c48c23d4e0fe475786bc59e1286d,
6,refs/heads/master,5ab5f56d6966e8bf7c3e0ff9f7d6185e01321b46,038d4b072859e4d55f8557e7e70fc23e5593584d,05acd800e3d65f11f4ca67cb36ae9501ab5724c8,
9,refs/heads/master,8013b40c7edcc832ce6cf1fd4a74d3bb310f20d9,1f75e3807f41fff20a2d46caefcf053651b70295,485e750ec9df808b93445f7d5dc537eb5ffee4ed,
10,refs/heads/master,1f75e3807f41fff20a2d46caefcf053651b70295,b799a50cb0f33a281bed720ebe4a7693d56cb6bb,c1faed7660238580a23837ea7e50c680656af64f,
14,refs/heads/master,367f08dc82f9e44011ed3d832fa490553f287dc5,0559dfc0fcb28df584b3eaa1dcc9c9debcb510b9,57a725b63c792ed5a45efc6879c22336f47f1ed1,
15,refs/heads/master,57a725b63c792ed5a45efc6879c22336f47f1ed1,bc946b59e05586d0cfbbaf51f7419db083943809,cc7ec8876db477597466dfee0144eefa06bdde25,
16,refs/heads/master,0559dfc0fcb28df584b3eaa1dcc9c9debcb510b9,0b34d98f04d939fca80a615f3b9eea277ea62ead,bc946b59e05586d0cfbbaf51f7419db083943809,
18,refs/heads/master,06b7f47bc631d63212a680231b6979e4e61da7ee,cc43efced4727068f61baa3fbe11eb4c7cf8e0bc,68f8f62ca5d25c1b34f1d87896d00c3185cc6504,
19,refs/heads/master,cc43efced4727068f61baa3fbe11eb4c7cf8e0bc,c98ba4876edc11ee1a83ba4db73b3602cab0078f,49c3155046ee41c7d9ee13922751592c83aa7a20,
20,refs/heads/master,68f8f62ca5d25c1b34f1d87896d00c3185cc6504,0c480a40e7c5afc57d5960e4b747eb4db8279109,c98ba4876edc11ee1a83ba4db73b3602cab0078f,
22,refs/heads/master,f9787a30912b59e98daa4a78bceb61fd626c3fa5,22b7bcad90e2796d66ce4118c50ecf26943b0ebe,494f19991984cdfc6b26ad2c4d8d7693a9843d2b,
24,refs/heads/master,6debe252740e4cf7241c3670d7d766f52f313732,501b5fee554ea862aa2f07676248847b7c2dcec5,e7f9d018936c59a922ea8c7880dd873b5c729b0e,
25,refs/heads/master,e7f9d018936c59a922ea8c7880dd873b5c729b0e,65f28e7746e6cfdfbe490f8956e95a1dde51ba51,fd3752be26719180be04322584ec0db9da9729c5,
26,refs/heads/master,65f28e7746e6cfdfbe490f8956e95a1dde51ba51,8dea33d52c7ec581906b2019c486d78865b5e9c8,1c274a49ee755836806288d6ceac74af75f1fd11,
27,refs/heads/master,8dea33d52c7ec581906b2019c486d78865b5e9c8,c7c61c62693417a75b28e193dd856e517d81462d,15bd5a3deff149ffb292840d54ef19f130baddf1,
