idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,372f1a17d980f77ff99c20877505236a454377f0,721bb153ee6735ec8e8a941d3f343fb06e51e19c,6cc88ab9f4b9cd1106f23f29804b76bd53d24c07,,False,True,053f547002ee482438d8f8fd283e812ec47bf05d6b70c04ed77c724ea7853bfc,Tests_failed,39c3f1e2a682af2249e34cfd1fa043e51dd4ca8156a3ae46efda17ab37ddcf97,Tests_passed,False,False
2,refs/heads/master,65b4453b6674c2d99cae5777355e509f7773d2aa,b8b4d4b36752226a367851478e57e9dfa17c5e6e,fc9bcf16e521d712fe5d94fa3c9c39c2223e6d73,,False,False,,,,,,False
3,refs/heads/master,ea2acd49783751fbb680cfb76d4d3ac8375ad4e1,c02639e9cff47a9b5376183afcb5b2b6b684881d,3d89c76f74a21293f283d60a826288a18f2b7823,,False,False,,,,,,False
4,refs/heads/master,c34657f96dee6eb7902bef06f07a12a0e5e0c30c,27c5e02ac33d3ee18bca3b5bc0af648197dffcbe,add933f91eac2229dc2056ba65670dbcba90b9a9,,False,False,,,,,,False
5,refs/heads/master,39a47279461676264331e7e7301657a4f20da8d8,27a5987e2750dbff8dccfb07f97acf546e4c8ce0,429cf4b5f81eda928ba215ddcd079be6844d2e30,,False,False,,,,,,False
6,refs/heads/master,810d135ed577131877a9aefef6c2fc36823ea3a5,65c1547ea11704962caff18c9ad307353b9ec37b,1e9cf3608f59d5f0f66f8c497f48c3a0dd803178,,False,True,db0c3a25a617fdab5c6548985605bc8686dbd757196fb93ae95b6f6fd23591ac,Tests_passed,0b8828487e724211f442113929079833c13b105594ea33314be76e16c09ed1ef,Tests_failed,False,False
7,refs/heads/master,28302ade33c28ed594792c8bcc531feee14b4711,42e873832fed2530d9b4f09b85ecbce6d7e1a5b1,b546a96e32521e5cc420b3a114ad3fb1279252a1,,False,True,,Git_checkout_failed,,Git_checkout_failed,False,False
8,refs/heads/master,b546a96e32521e5cc420b3a114ad3fb1279252a1,fcdc1c083981b0707d4b2df77b2d351bb73d56d6,3f8c6806f846839ced2f162908f337ff1f0e6647,,False,False,,,,,,False
10,refs/heads/master,254bdbd437f1123abafed37ccbc735384c185441,c68cc3c2cecb5ad70f0ee7a56fc504c5699098c8,a709fda97a6b73ff8603581b0fd696db370fa72e,,False,True,51bc8a14c6f91e04a1f15bdaf2c8b766760bdb2e9d90d1ce135f14c3bf6cfdac,Tests_failed,76c74b72f1127425436e3f832bf6abfb9985a3d0ff246e27907ad661e6a222f9,Tests_failed,False,False
11,refs/remotes/origin/rankqa_multisource_search,1e0462637505b3a15f7975cf771777118990ce06,8d4a0f584520ba18644bacf34b2726a069664e0c,2ffc27e45b778c9570d9d701f625259945ee05f0,,True,True,bd56363e9a95d4c288404ae8e3014c437323d061f27ddaaf78aec3bbcc2e3680,Tests_passed,3d2f4a5b99ffa2582a8310240a50713ded64cffa2604eb1c7900a8f6106b74b9,Tests_passed,True,True
